,Z-1,Z-2,Z-3,Z-4,Z-5,Z-6,Z-7,Z-8,Z-9,Z-10,Z-11,Z-12,Z-13,Z-14,Z-15,Z-16,Z-17,Z-18,Z-19,Z-20,Z-21,Z-22,Z-23,Z-24,Z-25,Z-26,Z-27,Z-28,Z-29,Z-30,Z-31,Z-32,Z-33,Z-34,Z-35,Z-36,Z-37,Z-38,Z-39,Z-40,Z-41,Z-42,Z-43,Z-44,Z-45,Z-46,Z-47,Z-48,Z-49,Z-50,Z-51,Z-52,Z-53,Z-54,Z-55,Z-56,Z-57,Z-58,Z-59,Z-60,Z-61,Z-62,Z-63,Z-64,Z-65,Z-66,Z-67,Z-68,Z-69,Z-70,Z-71,Z-72,Z-73,Z-74,Z-75,Z-76,Z-77,Z-78,Z-79,Z-80,Z-81,Z-82,Z-83,Z-84,Z-85,Z-86,Z-87,Z-88,Z-89,Z-90,Z-91,Z-92,Z-93,Z-94,Z-95,Z-96,Z-97,Z-98,Z-99,Z-100,Z-101,Z-102,Z-103,Z-104,Z-105,Z-106,Z-107,Z-108,Z-109,Z-110,Z-111,Z-112,Z-113,Z-114,Z-115,Z-116,Z-117,Z-118,Z-119,Z-120,Z-121,Z-122,Z-123,Z-124,Z-125,Z-126,Z-127,Z-128,Z-129,Z-130,Z-131,Z-132,Z-133,Z-134,Z-135,Z-136,Z-137
Z-68,inf,108381.92,93097.31,inf,95171.19,20198.93,75851.19,15969.51,88093.2,inf,93726.52,152715.79,inf,104253.05,72499.6,94693.18,69663.61,56031.12,76777.74,95651.76,96542.86,144906.42,156561.33,133451.84,132631.73,165573.03,66611.42,49942.0,176402.45,75210.28,100886.55,162947.04,82546.98,77907.21,24795.37,69122.53,81940.62,114901.79,35293.85,144637.62,68862.06,160226.92,50959.17,178273.91,117506.55,128489.65,149380.7,92889.18,99158.9,49903.22,60396.22,121962.29,101900.22,148542.19,178127.06,158228.87,50532.35,143990.75,103352.04,70995.42,127352.74,82696.66,156478.38,inf,98283.95,154381.03,102388.24,inf,103942.62,58685.7,91316.88,97811.2,inf,85523.08,64904.51,110345.97,36114.66,inf,101683.67,76223.67,182733.64,159909.87,144584.0,16294.74,67233.79,88456.94,166451.56,69129.79,46420.2,70733.04,60528.68,120047.08,130441.46,55650.58,112899.76,112152.41,178014.66,132100.77,127737.08,78470.04,153016.49,94289.71,66675.81,65879.79,75028.95,106173.77,79686.08,72320.02,131276.03,178123.99,46087.97,103551.3,54650.64,138628.62,122445.75,106770.25,116200.12,94586.76,108047.75,113793.39,34965.19,21819.4,31387.31,133961.01,65653.28,110845.73,78224.72,inf,73199.44,86430.11,131394.53,91288.45,125854.77,95611.85,98403.42,190286.63,101043.84
Z-69,135315.14,92524.19,126815.41,109589.06,61946.57,125466.94,63988.9,71123.86,77809.79,85718.52,74581.66,2961.38,91486.19,78181.42,132354.57,inf,93311.88,42669.63,106155.52,52669.04,137981.04,99519.95,52424.42,125764.16,104578.6,149862.58,25276.12,117878.54,74303.49,110637.24,124648.99,96648.62,57463.22,93797.49,85479.74,146795.42,143216.61,73809.84,92486.53,31008.15,136640.74,95489.07,129149.88,185583.21,88641.58,117202.91,109427.28,117504.19,129229.63,79952.17,124256.5,75693.12,70590.0,95600.92,102427.29,82411.26,129745.47,122948.3,inf,inf,inf,170.54000000000002,13482.0,117057.67,103536.88,43112.44,150414.32,130706.25,inf,134102.09,173684.23,82235.88,7781.61,132990.55,174853.8,171121.7,62448.48,120518.7,121454.16,76799.17,173492.13,236795.43,62719.71,127676.76,85487.28,142951.92,107280.48,161968.48,147778.96,139528.97,124444.34,30496.53,141145.95,107897.25,87275.58,183196.92,138246.7,114220.68,99059.53,156848.1,107701.73,122755.96,62441.98,152462.52,55221.22,92997.4,73986.45,85846.39,78257.96,129990.82,inf,73177.93,116195.31,184522.84,142966.32,36378.1,176379.15,137063.59,110834.5,69249.72,79230.71,159135.56,inf,123980.5,11470.44,inf,108299.88,115195.37,118972.99,116059.05,98927.75,85376.96,110867.42,41194.92,106060.55,36008.65,121651.5
Z-70,92884.1,inf,140740.53,67716.15,58524.29,88635.47,95232.86,122450.83,68418.03,116040.86,71011.6,8791.26,130299.5,95220.47,19238.77,134600.9,116930.82,147799.88,88660.75,inf,95793.27,37621.83,179593.85,59159.91,123070.21,15252.1,64173.51,inf,110775.34,55049.77,108173.82,115987.03,inf,103846.26,94200.07,157944.37,103227.6,16833.47,104326.08,45161.31,69105.58,127921.14,136531.22,143774.46,130859.19,105703.19,127927.85,103212.0,135400.61,3045.58,102851.73,117449.15,102043.61,90601.85,100376.67,181694.6,74405.36,100969.19,152690.08,165430.8,87448.9,102041.51,inf,97327.56,99961.52,168481.92,54476.98,84511.38,105182.73,inf,inf,112188.97,18955.07,30673.92,89859.4,inf,94426.65,99394.48,87956.29,60550.88,113560.82,50080.25,27612.36,inf,123641.15,71495.79,70967.61,113320.27,inf,156987.58,61130.34,148422.84,74450.65,79274.77,90958.59,133162.72,77719.57,119682.96,107078.77,64630.73,100362.32,inf,102697.34,113262.17,76718.17,108107.7,37861.46,74346.07,125076.4,106470.54,103393.34,143332.03,85218.96,inf,151395.93,135602.76,64540.34,23280.28,49402.32,inf,9204.18,67129.01,88027.31,102266.54,89104.51,99694.51,inf,127038.25,100752.73,109117.99,35506.44,104842.12,98460.58,103220.08,116324.41,13873.74,103533.77
Z-71,151869.99,51900.0,147255.16,196547.54,175745.16,95824.85,117033.0,94131.08,97022.5,100521.64,157538.88,97458.7,88536.69,166923.96,89955.6,105422.21,97438.31,95657.0,106453.6,107669.26,102899.03,150090.51,127009.08,1751.81,106334.75,87853.93,72985.24,86200.18,109037.96,29497.15,124728.36,99631.37,53326.03,100881.18,115720.08,107866.22,112588.89,159829.2,195606.54,33468.34,113797.75,98390.94,114131.23,134283.85,94074.02,75600.08,71487.54,117205.58,186771.97,136096.25,28172.25,168629.66,153463.86,167404.12,192468.84,187991.29,64942.42,96407.62,62217.66,108636.54,106886.89,108685.22,inf,inf,120176.23,81364.96,87283.08,75865.26,91691.21,134163.79,inf,80220.1,128941.3,116174.52,125768.55,68401.49,76663.02,54391.7,134816.24,139060.9,138722.03,128174.69,126984.32,47594.88,138944.56,77066.73,84998.94,94922.68,117559.34,96375.83,99870.65,147454.03,129154.5,74378.32,166332.75,inf,73546.6,138186.16,86429.98,66465.63,141166.59,97270.46,83751.36,150262.11,108805.08,102124.61,123545.78,90028.15,184695.24,104870.24,90122.71,145508.99,127468.25,118474.76,59543.47,83983.64,186464.38,122834.75,64989.74,135089.47,201550.64,90792.94,123988.83,168786.22,92888.98,81003.66,inf,101736.77,84615.07,133909.58,150593.25,77424.64,122978.5,61718.65,30076.66,115644.34,107115.48
Z-72,77593.71,104642.44,170487.69,151583.66,93790.49,104358.27,130762.22,106198.66,151626.56,166694.13,74379.86,inf,inf,54894.93,120826.56,66773.92,82825.67,105316.62,34121.65,66547.26,128204.93,136213.28,109774.87,108860.02,24636.47,inf,55112.73,148884.75,inf,88765.23,113110.94,81298.21,177298.38,160330.35,175345.09,104092.71,78704.91,113247.8,96854.5,132519.51,119676.43,93948.64,151197.37,107599.72,90855.34,113453.48,86167.36,inf,86393.85,48057.82,139968.69,89982.33,149325.44,188370.27,103543.66,120831.55,64132.54,139808.3,33022.6,87096.77,73899.04,20686.83,35480.27,144166.27,129532.82,103269.25,84888.32,81519.88,139425.05,72080.29,136453.82,inf,140719.62,151144.24,136800.66,106376.17,104274.19,132384.24,inf,inf,98521.55,7274.73,65877.76,inf,117189.11,112276.02,111373.44,143005.87,168345.06,150170.94,150272.81,106481.86,133367.42,145288.21,87144.72,55645.26,123094.56,55928.1,106969.26,88514.5,139066.93,50751.51,inf,153784.65,123405.48,58088.94,129550.23,76509.54,66126.44,141439.81,108939.76,109664.35,104470.59,43745.45,61967.56,104416.24,135362.92,58599.69,112652.16,134346.2,61591.38,108781.88,117173.85,140021.24,129176.11,125790.83,141416.92,99494.26,127799.91,148418.7,84158.41,110247.16,101636.03,119444.71,124627.0,117138.53,189091.38
Z-73,109686.59,48307.31,54394.52,27160.41,113432.77,138942.62,59286.25,142773.42,85872.96,71541.84,50800.96,43302.19,39508.63,93730.3,131226.88,39474.15,102071.62,141765.99,67397.84,78376.37,197645.65,166330.94,81338.93,192365.95,240266.67,74090.92,189693.98,140504.83,187534.03,66878.49,57683.37,114491.07,61334.15,96566.9,108276.94,108540.62,60789.17,78757.9,104045.28,167695.21,141797.63,168096.08,67741.86,158941.05,128947.34,49711.72,101241.69,147027.59,86600.2,21223.02,102084.43,63119.92,114312.29,129389.31,7105.39,72148.43,71780.07,118029.29,131236.08,144600.82,80775.79,65141.65,144258.32,116255.47,182927.18,164109.76,127201.44,131525.58,144823.65,90219.38,128707.65,21398.15,inf,91271.83,87435.36,8242.07,52504.93,108245.52,116689.94,96986.9,189533.28,92351.73,inf,132271.32,163538.34,127598.76,92634.76,56047.95,65773.42,49995.14,50717.13,143299.36,99577.94,101017.0,3161.87,74781.96,117812.72,176048.75,inf,8309.56,127572.07,119319.83,111697.17,93240.35,58774.02,188372.94,102411.66,inf,90822.15,34668.03,inf,inf,106323.67,66370.36,5306.43,149588.69,112637.18,86614.36,148659.56,126462.56,125271.74,95165.94,95648.2,29171.47,inf,21101.89,77831.89,52440.57,inf,111331.41,145090.99,116842.42,26054.19,56711.55,124676.77,95056.38,134609.04
Z-74,197999.16,inf,123653.82,99465.52,60698.22,inf,70030.97,59262.19,54583.01,139906.94,85259.29,98555.4,151994.09,164507.46,167206.99,54071.09,32890.41,176715.2,115537.02,75289.2,inf,71656.89,116872.97,111498.91,29776.39,111998.47,95759.66,23935.37,97085.64,122721.71,70519.99,150885.03,105151.26,164239.37,156236.21,37254.85,82030.17,88998.8,133210.3,217490.85,108653.21,80342.19,141604.48,109567.57,106714.06,101381.48,82210.49,127839.26,197719.76,85103.95,113456.4,inf,98683.63,115170.45,145077.27,49662.64,80800.52,inf,134084.3,83559.15,57278.41,97064.8,72757.86,64818.33,115406.27,117317.33,44644.62,33382.14,102109.72,146272.79,155847.75,122313.93,41689.46,inf,156432.88,70201.73,37294.83,inf,115329.04,75341.3,141326.64,180167.67,154438.03,101392.4,58477.13,117219.43,50601.24,35019.67,160045.42,21903.8,inf,95071.06,60155.23,95713.0,109475.86,147391.44,110627.35,47073.13,30522.45,40536.63,65385.51,80373.22,28230.49,137952.41,84228.79,98784.67,114766.97,125048.83,167289.73,81313.66,144076.79,139049.12,112140.19,65734.77,inf,107973.02,90753.99,93956.67,53755.81,121537.73,90738.12,114682.34,58039.1,67163.24,129975.34,140682.14,163841.46,182937.4,132541.32,92905.86,146240.88,101331.89,111921.07,105519.75,103613.36,122169.82,42374.78
Z-75,101547.06,152045.69,71077.48,54255.82,55113.68,82781.97,96657.59,69892.94,111437.0,78787.84,110805.18,149939.17,27203.95,81306.23,92989.51,124527.99,185368.89,44448.59,131218.56,77450.28,57960.43,135709.82,157688.06,130352.98,78913.68,106340.78,92617.34,40394.38,124307.56,72064.39,47998.69,143480.9,123459.2,111234.12,inf,82656.89,125336.14,78575.03,inf,66289.16,140009.84,127734.83,45109.63,112848.27,115016.24,115086.57,33304.46,109458.89,57463.47,142227.06,63030.32,102766.24,94454.77,131623.19,155308.32,93495.03,84851.9,108040.3,156787.94,28147.03,84071.77,58329.42,132555.52,125874.19,107266.47,147389.31,94849.95,103349.73,107408.82,85280.21,76377.11,64062.61,85780.66,20688.21,inf,111720.11,62381.1,83863.75,125265.93,inf,107299.33,184072.33,63257.7,93018.88,91680.0,153619.85,inf,54122.45,79817.15,104059.79,102964.64,83410.87,85764.61,168853.98,113567.65,151596.36,inf,22931.84,101704.94,92818.63,119384.43,67209.07,83519.42,150443.92,12375.27,111518.76,88749.34,90212.69,160946.7,87803.99,84406.56,inf,159062.9,119795.73,58920.24,95040.64,87075.37,73068.1,117987.48,45476.92,104418.55,135130.56,177772.13,74362.05,140065.31,inf,116469.82,127748.41,inf,142474.38,57497.01,101605.59,139884.73,20575.42,137527.87,146603.31,142960.18
Z-76,145393.86,112002.32,99059.85,53591.77,95870.58,113748.43,133715.52,38948.04,128236.66,88622.93,100845.45,119856.99,71779.24,90131.07,100444.75,102062.42,80716.53,134663.07,85358.49,37661.6,103947.73,87342.18,100007.86,168682.27,45893.06,106881.23,inf,100607.31,99046.63,82860.79,117786.98,112821.52,73840.25,111227.68,55317.41,70246.74,91407.8,1699.11,123072.39,166506.18,98380.92,120465.64,149707.38,159272.56,142823.26,105350.52,101531.48,61227.95,116039.25,67462.37,116497.62,inf,135932.42,96906.23,25854.8,150585.51,80631.25,76836.4,121796.31,119629.0,44902.78,96735.08,89786.55,140027.62,24788.75,167480.24,87854.59,49660.58,80808.36,95722.68,70052.55,96464.07,92156.05,96255.95,168778.37,inf,180169.31,73821.51,71821.09,91892.73,106813.77,127383.8,53838.9,116223.94,63468.3,inf,100451.91,157299.06,95119.69,103308.86,70517.74,129666.49,82125.52,75856.03,63395.45,145278.89,62238.88,17645.33,137101.14,106104.5,110885.32,74649.48,92899.86,119962.8,12104.8,inf,141286.49,122016.11,102965.39,89517.79,inf,37976.05,153862.04,127016.97,130974.75,85213.51,111010.13,38862.67,88055.57,106988.18,24606.55,99769.65,59844.44,81927.37,100601.75,56134.46,98810.21,87852.31,122447.23,115351.41,157597.46,23359.22,204184.96,70017.84,67201.52,125516.19,49861.27
Z-77,63434.02,53473.28,110086.88,106303.25,89746.55,57697.03,inf,27664.31,162355.64,26400.37,96984.82,73173.17,82481.51,94933.89,132296.91,139833.24,79702.06,192505.22,123593.13,77723.53,133830.0,118247.14,90884.78,107798.44,92946.41,149553.8,48245.1,82970.45,102767.64,70524.72,191269.63,143309.11,98749.85,55946.19,101486.18,144025.4,131350.77,91293.2,15229.84,73476.05,53267.14,94987.68,105941.87,70644.14,47818.02,130467.03,97300.04,74476.65,101752.39,140734.24,104653.21,116140.69,138722.52,95453.31,142681.81,122319.35,90023.04,121600.71,92199.89,inf,60688.55,87122.17,107983.09,94256.09,177004.69,78210.44,61272.13,117580.23,inf,108844.74,6351.22,inf,103796.5,89899.23,107368.36,197534.51,inf,88554.77,135318.68,109610.92,46210.29,84991.6,189608.2,64252.97,107841.7,21929.11,inf,inf,106267.93,103696.39,132759.09,86548.55,inf,84096.28,41655.28,155085.95,105298.12,inf,50008.04,137480.09,130382.14,99236.15,113117.11,72775.44,124027.44,45520.78,139244.16,82175.67,27097.81,55589.01,107826.44,84681.98,93567.01,73019.0,129201.92,89876.15,100588.8,50270.2,111523.35,124730.89,105759.45,69310.61,inf,60811.81,128342.85,102174.02,62709.81,128792.83,114747.96,93886.19,inf,100776.28,100494.07,111625.83,140982.77,63288.85,163245.35
Z-78,149351.74,85080.76,121578.95,162464.9,147115.48,101894.63,77437.9,112907.91,71991.13,114370.86,66445.57,87736.2,86770.6,96503.44,71272.01,76394.1,inf,176543.41,106234.64,88480.65,53439.9,29034.51,103104.76,77169.08,inf,3050.21,134337.82,99294.91,97981.15,110377.22,178159.67,100029.1,183848.84,72608.78,118227.56,110094.85,84750.23,67439.44,49334.08,148121.58,144326.54,141572.65,137222.26,141085.61,163317.52,110373.71,90238.51,79218.57,133621.45,96565.77,90561.03,inf,142496.65,74811.48,84753.19,76402.28,62785.63,111403.99,63769.37,inf,inf,109933.14,89177.78,62929.25,211382.87,115465.36,58530.5,inf,122635.5,inf,107170.77,155008.27,72403.08,77845.57,inf,53324.13,43961.49,inf,35275.24,81496.96,178062.94,51540.76,127684.46,159631.01,91759.51,inf,67538.26,93353.57,101545.92,86697.47,inf,73783.57,63514.5,103850.49,133721.06,107359.53,74428.58,34242.38,86249.8,62921.65,74332.03,70430.39,81182.44,103345.09,69482.38,9356.26,94126.38,125431.37,54081.74,132263.51,151307.25,93471.59,102647.93,147730.07,67705.09,74652.53,199368.09,101621.51,135398.63,78564.64,inf,92763.9,122738.25,102318.49,99915.98,81178.77,58932.92,96691.81,161315.07,46775.72,33227.22,70576.25,103762.91,135686.82,54495.44,83356.18,28247.07
Z-79,136613.72,162100.05,41701.76,5886.51,63091.68,56422.53,163711.06,42344.61,86113.87,119243.51,70847.49,94192.89,132136.53,106717.74,99079.33,95297.68,59707.66,74716.31,116931.27,127733.57,173406.58,inf,65233.22,130323.67,71140.91,134136.44,123266.6,214379.65,95988.15,138838.41,88715.39,120763.16,108445.49,70245.55,130091.63,109505.54,48536.56,96576.44,120956.89,119982.62,96578.97,99557.72,142758.37,127330.47,111256.84,65549.82,54607.79,115962.7,77024.16,167385.42,105354.71,87914.02,151137.86,117772.46,40536.01,68608.35,99186.68,101049.68,111495.42,119020.79,80749.79,83117.81,154488.92,124988.68,90296.49,52180.59,109344.44,26253.57,165018.47,163040.39,122486.4,86536.3,97801.21,179988.75,130677.77,92509.77,102442.24,86030.82,inf,inf,9009.84,112277.5,116474.52,99931.25,49635.18,94777.68,106971.45,41808.5,79443.45,94283.76,81702.2,64988.34,90652.19,175766.39,83076.53,67955.89,68109.88,133809.64,126264.74,121812.48,153945.57,100283.55,118222.04,79032.82,67950.98,113580.92,135406.0,109746.86,72389.18,49206.71,101505.06,89008.48,182615.77,43910.76,60388.79,136052.86,91394.59,158484.39,54038.71,45446.82,177373.02,66765.61,103321.52,169514.33,91799.18,106634.12,102372.11,inf,92336.38,92523.39,138681.86,150819.02,123489.03,116698.56,168160.83,109048.94,114482.42
Z-80,126917.7,inf,158314.22,113633.4,39718.11,105489.41,115199.6,110437.52,98184.2,156784.59,82667.36,122981.77,inf,118032.3,96145.1,68368.97,66743.79,106904.54,101862.52,146744.13,124820.12,114527.45,68166.15,69973.58,127747.09,176207.98,74843.59,126030.55,42053.41,75632.68,57611.31,21826.25,128108.37,inf,85244.45,88214.85,117952.97,63311.72,64644.5,60674.43,120897.11,87139.51,161586.46,87174.67,123757.66,99007.37,55686.3,129855.02,127242.12,74791.62,95858.73,134759.7,96097.71,120377.78,11666.71,113545.05,152438.45,67214.16,inf,81212.72,92789.92,85050.88,91009.79,69512.29,75388.07,145950.53,75763.64,161620.93,113670.17,67497.52,67099.48,215945.04,161534.82,167786.11,168809.21,75999.56,103435.04,156090.75,66871.69,inf,52922.88,112569.68,176460.93,125975.18,107888.15,97294.96,inf,89627.35,206457.32,93779.24,105031.32,144237.05,151391.06,154171.95,inf,180780.64,90090.59,88791.52,91526.47,169240.34,87918.3,99643.55,122587.64,118189.47,102810.2,78942.32,100095.6,113602.78,101217.4,106199.63,116062.47,143836.89,68957.43,138200.44,52604.36,154043.28,77416.34,119851.38,122060.13,111594.7,179984.16,159676.78,162198.09,134053.11,42773.68,inf,102414.0,83378.37,50183.76,86092.83,89955.59,79030.44,14436.57,94510.26,32043.9,95567.74,77592.39
Z-81,52621.33,inf,69546.42,121363.43,93475.13,147619.67,inf,6357.44,74467.16,143470.99,104915.55,129336.24,140396.15,148841.96,91421.19,86026.33,119911.17,56723.2,105244.38,87112.26,90072.95,133684.09,113875.19,57616.04,11261.08,116113.97,66249.03,107923.81,157709.77,11126.41,64410.11,205678.4,33695.4,70127.72,89711.44,130302.35,89684.05,153087.09,160767.94,39047.23,77583.41,55376.73,189138.77,99258.85,55659.81,107198.99,117150.75,123129.62,157992.29,81037.31,48587.32,106780.64,66686.97,67338.07,127982.01,114049.63,32415.55,95269.11,100379.35,52703.18,64493.39,187338.53,inf,103999.79,119119.55,93340.16,124589.39,147575.51,74429.79,14504.3,74053.12,211758.31,77151.79,154898.59,inf,92755.11,73912.3,46533.48,103298.55,146191.0,inf,inf,77419.58,144027.72,inf,84455.6,135447.04,82981.95,124627.41,113630.45,inf,64657.31,120575.82,178168.52,33199.9,94703.47,67063.96,44854.29,172793.1,180273.39,135633.41,inf,102141.82,42015.18,122012.25,168320.34,89561.45,119754.93,80030.33,49733.77,111609.8,135150.03,152269.91,182796.95,97058.29,143635.72,78080.56,inf,116650.45,25730.82,62101.04,44306.45,155105.36,91082.72,66396.78,92482.87,52998.61,101759.62,159690.29,138027.48,107535.01,121090.88,92148.68,67961.52,68218.42,105318.88,63046.67
Z-82,102310.58,inf,148093.89,136746.34,151825.7,128413.78,105684.53,105921.06,88278.61,96089.64,84522.58,71873.62,91732.62,166751.86,48718.26,82220.83,107553.56,192325.78,111832.29,38815.86,103438.39,87637.75,147330.07,100202.75,156044.51,135291.78,158518.74,35571.68,136358.24,inf,149361.34,inf,80818.16,122926.42,144770.49,38733.19,74362.55,121453.46,104022.31,38804.55,108755.17,135737.52,105283.71,47933.39,165771.0,87316.93,inf,150426.37,80521.95,84655.65,122800.16,88292.53,144612.64,117675.66,115337.64,78189.86,65341.78,39553.72,126543.91,125351.53,193071.69,108587.01,93205.48,136287.07,122895.0,85693.68,147551.87,145411.35,167520.36,164371.76,71383.43,127015.8,102548.0,68547.54,98237.42,144942.64,64698.84,95380.2,91864.32,81901.85,inf,inf,106532.34,21864.28,129208.66,125475.66,106433.86,147002.67,112922.02,inf,81306.62,63103.91,151425.43,5378.17,89886.92,116521.04,155273.55,40224.71,114244.13,162044.01,103992.2,149727.97,116121.04,80869.8,126278.77,76208.02,158512.67,75389.09,inf,213254.73,91028.11,110341.06,74489.58,46950.12,164285.01,65249.04,131764.78,143920.88,172262.41,35875.26,115571.21,143826.22,56364.65,97378.05,89956.77,75765.51,116941.81,137393.6,67063.6,107558.14,inf,114013.2,90133.89,88796.64,inf,133207.4,90794.99
Z-83,142676.89,95350.59,58989.13,156590.37,141742.13,61595.69,87636.22,81513.21,94200.11,94722.04,16958.05,30938.38,117936.39,122118.04,60428.57,85775.44,3288.03,10635.49,58519.44,inf,90998.07,103592.41,36121.96,25269.5,20522.7,99604.4,79350.79,144551.53,87172.45,106907.03,inf,57490.16,140437.65,156529.47,147344.85,72913.47,126912.31,inf,155972.08,61793.83,147700.21,131832.47,96927.5,157847.95,132326.23,111171.17,92624.9,119500.56,97766.59,95642.12,69062.31,40897.26,107307.45,35718.4,104479.61,108745.12,166412.32,75210.75,154104.78,140103.56,17989.82,95719.39,103685.42,172095.0,inf,59204.31,53719.86,76870.36,69576.65,34709.58,81209.55,98310.34,104850.05,59499.47,108765.8,3028.86,45959.67,102381.28,107838.82,83004.35,61506.23,130780.33,inf,44024.73,148435.28,150934.43,73042.72,130218.13,106809.45,132406.62,100191.11,145528.08,101338.01,inf,33593.53,112931.19,76786.78,162742.65,83383.03,190562.61,86131.49,105815.42,108677.58,75731.8,168149.92,69231.8,64114.99,133694.49,49885.01,104694.36,94573.02,122738.38,63195.98,105011.92,42520.13,101867.76,69117.99,inf,97182.89,77809.11,148988.27,150224.43,44891.16,77382.06,161064.3,153074.35,48278.44,122985.07,128312.42,122744.96,119421.39,82018.45,132123.98,85594.52,106297.71,108909.63,185750.06
Z-84,60053.59,136551.33,97772.56,89435.54,26821.48,70018.94,40776.23,143762.06,152848.26,152086.19,69824.93,94170.88,58653.83,49971.52,69610.36,106197.42,164346.96,74440.93,170305.96,inf,120798.88,173865.12,100662.93,74437.31,93930.74,75421.73,143438.19,99331.95,88180.91,49434.45,135984.1,inf,64273.04,175037.02,153777.74,96299.79,146663.23,148337.7,39363.24,23084.65,91167.28,48797.24,145612.6,102809.04,50662.55,84335.4,58011.43,157628.02,131337.03,121636.09,60386.33,74011.98,133149.72,inf,59735.74,190637.92,99478.68,86237.19,142885.62,83877.5,117551.43,79882.73,77518.22,86615.82,116708.66,159178.19,100057.07,125579.11,130757.27,139564.92,85713.02,117635.33,129168.28,67528.41,inf,102629.4,133920.16,121781.51,48521.99,128327.57,136215.99,138773.51,82136.01,inf,74673.09,102427.83,95129.77,184359.37,96118.45,98937.42,119956.87,15744.04,49576.17,190056.99,inf,34946.04,111497.23,96745.64,77568.71,71939.86,126164.25,129966.46,58109.72,100042.52,101926.71,84269.08,128888.42,104376.82,65309.43,49636.49,inf,97522.28,132637.32,79279.17,111839.13,119619.5,98744.03,89287.26,80566.06,121809.52,119214.51,105605.1,88456.44,74323.87,94607.43,103214.73,121908.67,inf,114786.35,83142.65,67091.69,38486.52,141498.49,inf,162122.11,83262.6,66809.96
Z-85,106381.07,128580.07,inf,29947.48,61884.32,148892.88,107464.27,74655.5,130415.35,109261.8,35748.39,152568.7,52820.2,94587.3,79960.57,151035.82,74635.59,60076.58,140019.94,79367.02,116905.31,66117.47,inf,64806.08,39222.92,inf,135242.73,96856.52,113186.3,126303.17,148241.04,57703.7,172143.43,17261.55,112234.24,155667.7,149831.77,135298.73,85055.94,104076.74,12136.47,73087.32,inf,42286.19,86809.35,94306.99,92248.27,85029.87,34818.85,171081.1,135409.21,36406.25,104222.03,77187.34,79024.07,32515.13,126153.39,inf,117654.53,inf,133510.45,159294.45,142374.6,inf,65684.54,inf,73497.04,87236.92,82388.82,61147.52,44585.0,91453.2,inf,110122.68,132901.17,51537.1,85592.92,84928.02,156428.21,69661.81,112452.49,85505.6,115185.46,27250.72,inf,107637.97,154977.21,85920.0,111307.28,112654.49,96538.32,112367.16,70161.83,18785.74,95485.41,116506.19,70306.96,114184.14,145535.39,140488.22,187086.8,133770.76,37439.49,196401.58,26602.73,136968.53,124335.44,97827.98,84128.71,73755.72,114327.84,101981.26,69774.29,138152.48,77434.44,200449.14,80492.97,81733.82,97132.77,133710.75,127252.12,44442.02,inf,107072.59,145768.67,124165.88,131874.68,91513.67,65742.83,57721.77,85719.86,129800.29,151089.64,27831.4,45244.61,156913.47,85935.03
Z-86,106602.4,131070.47,80186.99,131989.19,73835.41,133342.29,113767.91,32019.23,120217.18,33990.57,82020.02,79422.41,91168.32,57608.8,80783.95,83891.37,83557.27,58801.77,44895.9,139210.2,18494.3,65431.09,49674.21,46760.93,72639.17,57719.57,75539.25,85796.4,66018.63,37523.45,162916.68,143521.82,64993.31,44601.93,95841.82,106471.39,82772.07,77608.28,76549.8,78547.16,26140.96,79250.75,57960.04,109715.73,148674.81,107397.37,35204.78,37688.39,41743.56,42348.24,98514.2,inf,102995.38,61636.0,20960.97,161258.5,151952.37,145606.14,inf,119518.58,113597.4,48580.17,87587.21,33764.62,5393.29,56277.86,121704.51,64325.84,inf,48128.63,96223.61,120892.18,29603.32,133395.81,127017.75,30948.88,73812.5,76862.21,138457.39,120524.31,136344.12,125969.6,72020.19,181772.31,143281.53,inf,43626.71,105375.44,inf,71844.38,86453.29,135630.83,16655.96,68570.18,125933.11,144432.66,70612.64,60625.68,91561.03,116572.18,107509.91,135564.1,21784.9,82207.08,28342.9,100814.89,90222.7,34263.77,65111.56,128872.9,121322.48,158766.59,111101.64,62058.01,22480.41,42652.12,41020.07,140754.37,103895.71,23469.61,138412.3,36138.39,123062.0,80559.71,94955.97,40558.82,82770.45,142443.45,115981.88,107407.78,147196.08,145397.71,155335.89,152538.93,42404.78,145463.42,116706.22
